"S_No","Price","Date of Transfer","Postcode","Town","District","County","Partial_Postcode"
48256,110000,2022,"BS16 2EN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
48291,425000,2022,"BS6 7EP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 7"
48294,126500,2022,"TR15 3SN","REDRUTH","CORNWALL","CORNWALL","TR15 "
48295,695000,2022,"TR3 6QY","TRURO","CORNWALL","CORNWALL","TR3 6"
48296,275000,2022,"TR3 7NL","TRURO","CORNWALL","CORNWALL","TR3 7"
48297,110000,2022,"TR15 3NN","REDRUTH","CORNWALL","CORNWALL","TR15 "
48331,310000,2022,"PL26 6EA","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
48332,335000,2022,"PL26 6EA","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
48461,305000,2022,"BS7 9LS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
48465,188000,2022,"BS1 6FH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS1 6"
48466,322500,2022,"BS6 7EG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 7"
48467,485000,2022,"BS8 2BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
48468,271000,2022,"BS5 8AJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
48470,275000,2022,"BS3 1FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
48471,310000,2022,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
48472,240000,2022,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
48480,3e+05,2022,"BS9 2RQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 2"
48503,251000,2022,"BS16 1FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
48504,222750,2022,"BS16 1FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
48505,345000,2022,"BS6 5EZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
48513,270000,2022,"BS7 9LF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
48514,212000,2022,"BS13 8EX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS13 "
48515,210000,2022,"BS5 8AL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
48516,175000,2022,"BS15 1TB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
48517,165000,2022,"BS15 1PB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
48523,428000,2022,"BS8 4HH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
48558,224500,2022,"BS6 5EA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
48559,157000,2022,"BS15 1LY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
48661,175000,2022,"TR11 5BJ","FALMOUTH","CORNWALL","CORNWALL","TR11 "
48727,145000,2022,"BS16 2HX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
48728,250000,2022,"BS7 0FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
48738,250000,2022,"BS7 0FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
48865,70000,2022,"TR15 3PB","REDRUTH","CORNWALL","CORNWALL","TR15 "
48921,260000,2022,"TR8 5DX","NEWQUAY","CORNWALL","CORNWALL","TR8 5"
48942,119000,2022,"TR26 2SX","ST IVES","CORNWALL","CORNWALL","TR26 "
48949,395000,2022,"PL10 1PD","TORPOINT","CORNWALL","CORNWALL","PL10 "
48954,285000,2022,"PL26 6RW","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
48959,630000,2022,"TR26 2FG","ST IVES","CORNWALL","CORNWALL","TR26 "
48960,355000,2022,"TR7 3DR","NEWQUAY","CORNWALL","CORNWALL","TR7 3"
48961,385000,2022,"PL13 2DR","LOOE","CORNWALL","CORNWALL","PL13 "
48966,115000,2022,"TR14 9ES","CAMBORNE","CORNWALL","CORNWALL","TR14 "
48972,80000,2022,"PL26 8JW","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
48973,150000,2022,"TR26 2FN","ST IVES","CORNWALL","CORNWALL","TR26 "
48974,235000,2022,"TR26 2SX","ST IVES","CORNWALL","CORNWALL","TR26 "
48979,162000,2022,"TR16 6LR","REDRUTH","CORNWALL","CORNWALL","TR16 "
49015,148000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
49067,42500,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
49575,465000,2022,"BS8 3DR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
49766,339500,2022,"PL26 6AP","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
49782,288000,2022,"BS7 9HS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
49783,1250000,2022,"BS8 4AW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
49785,145000,2022,"TR15 3SN","REDRUTH","CORNWALL","CORNWALL","TR15 "
49786,190000,2022,"PL13 1HX","LOOE","CORNWALL","CORNWALL","PL13 "
49817,390000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
49818,272000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
49819,390000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
49820,402000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
49821,281000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
49822,201500,2022,"BS3 4HB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
49823,438000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
49824,440000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
49825,415000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
49826,435000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
49827,478000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
49828,432000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
49829,156500,2022,"EX23 9BW","BUDE","CORNWALL","CORNWALL","EX23 "
49869,165000,2022,"BS5 6SD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
49870,160000,2022,"EX23 9BW","BUDE","CORNWALL","CORNWALL","EX23 "
50239,171300,2022,"BS5 6SB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
50240,385000,2022,"BS9 3AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 3"
50252,228000,2022,"BS3 4TY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
50340,350000,2022,"BS8 4JF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
50389,495000,2022,"BS8 3GE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
50393,503400,2022,"BS8 2BB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
50394,215000,2022,"BS7 8TN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
50395,252500,2022,"BS7 9HZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
50396,247500,2022,"BS6 5EA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
50397,295000,2022,"BS8 4JS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
50398,470000,2022,"BS1 6HL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS1 6"
50555,305000,2022,"PL25 3FT","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
50566,72000,2022,"TR8 4GL","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
50610,95000,2022,"TR20 8YN","PENZANCE","CORNWALL","CORNWALL","TR20 "
50611,140000,2022,"PL24 2QQ","PAR","CORNWALL","CORNWALL","PL24 "
50619,252000,2022,"TR9 6HG","ST COLUMB","CORNWALL","CORNWALL","TR9 6"
50667,4e+05,2022,"TR15 3JX","REDRUTH","CORNWALL","CORNWALL","TR15 "
50681,477000,2022,"TR3 6HJ","TRURO","CORNWALL","CORNWALL","TR3 6"
50717,3e+05,2022,"TR3 7AH","TRURO","CORNWALL","CORNWALL","TR3 7"
50724,125000,2022,"PL26 6RR","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
50725,240000,2022,"TR18 5EB","PENZANCE","CORNWALL","CORNWALL","TR18 "
50770,670000,2022,"TR27 6AR","HAYLE","CORNWALL","CORNWALL","TR27 "
50780,175000,2022,"PL24 2NF","PAR","CORNWALL","CORNWALL","PL24 "
50781,340000,2022,"TR2 5HH","TRURO","CORNWALL","CORNWALL","TR2 5"
50782,590000,2022,"TR2 5BG","TRURO","CORNWALL","CORNWALL","TR2 5"
50826,414000,2022,"BS7 9LU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
50827,65500,2022,"BS16 3AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
50836,180000,2022,"TR3 6LD","TRURO","CORNWALL","CORNWALL","TR3 6"
50880,725000,2022,"PL27 6UX","WADEBRIDGE","CORNWALL","CORNWALL","PL27 "
50881,156000,2022,"TR2 4RS","TRURO","CORNWALL","CORNWALL","TR2 4"
50905,270000,2022,"TR11 5TR","FALMOUTH","CORNWALL","CORNWALL","TR11 "
50906,85000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
50907,90000,2022,"TR15 3PB","REDRUTH","CORNWALL","CORNWALL","TR15 "
50920,2e+05,2022,"PL24 2NJ","PAR","CORNWALL","CORNWALL","PL24 "
50952,77000,2022,"TR20 8YN","PENZANCE","CORNWALL","CORNWALL","TR20 "
50953,270000,2022,"TR3 6LD","TRURO","CORNWALL","CORNWALL","TR3 6"
50954,20000,2022,"TR9 6HG","ST COLUMB","CORNWALL","CORNWALL","TR9 6"
50955,460000,2022,"TR26 2SF","ST IVES","CORNWALL","CORNWALL","TR26 "
50962,135000,2022,"TR2 5NH","TRURO","CORNWALL","CORNWALL","TR2 5"
50963,320000,2022,"TR26 2SF","ST IVES","CORNWALL","CORNWALL","TR26 "
50964,3e+05,2022,"TR7 3BD","NEWQUAY","CORNWALL","CORNWALL","TR7 3"
51001,89000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
51002,150000,2022,"TR3 7AY","TRURO","CORNWALL","CORNWALL","TR3 7"
51012,129200,2022,"TR4 8NH","TRURO","CORNWALL","CORNWALL","TR4 8"
51065,280000,2022,"PL26 6AP","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
51066,174000,2022,"PL13 1AL","LOOE","CORNWALL","CORNWALL","PL13 "
51067,170000,2022,"TR26 2PH","ST IVES","CORNWALL","CORNWALL","TR26 "
51068,370000,2022,"PL18 9TF","GUNNISLAKE","CORNWALL","CORNWALL","PL18 "
51107,1200000,2022,"PL27 6TR","WADEBRIDGE","CORNWALL","CORNWALL","PL27 "
51108,224999,2022,"PL13 1JX","LOOE","CORNWALL","CORNWALL","PL13 "
51109,145000,2022,"TR19 7JZ","PENZANCE","CORNWALL","CORNWALL","TR19 "
51110,231500,2022,"PL26 6RS","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
51164,395000,2022,"TR19 6RU","PENZANCE","CORNWALL","CORNWALL","TR19 "
51251,330000,2022,"PL26 6NG","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
51339,225000,2022,"PL26 8AD","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
51340,30000,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
51341,75000,2022,"PL17 8NS","CALLINGTON","CORNWALL","CORNWALL","PL17 "
51374,320000,2022,"BS6 6AJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
51375,210000,2022,"BS8 4LN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
51415,380000,2022,"BS3 1RE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
51563,190000,2022,"BS3 3LL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
51612,295000,2022,"BS3 1FH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
51641,199660,2022,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
51642,467250,2022,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
51643,280000,2022,"BS5 9FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
51644,4e+05,2022,"TR27 6HT","HAYLE","CORNWALL","CORNWALL","TR27 "
51680,382500,2022,"BS6 6NG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
51697,674000,2022,"TR11 5FX","FALMOUTH","CORNWALL","CORNWALL","TR11 "
51698,325000,2022,"PL26 8PP","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
51699,189000,2022,"TR14 0FB","CAMBORNE","CORNWALL","CORNWALL","TR14 "
51700,720000,2022,"PL25 3SG","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
51701,395000,2022,"TR27 6HT","HAYLE","CORNWALL","CORNWALL","TR27 "
51702,895000,2022,"PL25 3SG","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
51766,175000,2022,"BS7 9RF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
51767,465000,2022,"BS8 2BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
51774,238000,2022,"TR11 5AF","FALMOUTH","CORNWALL","CORNWALL","TR11 "
51775,305000,2022,"TR2 4QU","TRURO","CORNWALL","CORNWALL","TR2 4"
51776,245000,2022,"TR26 2SX","ST IVES","CORNWALL","CORNWALL","TR26 "
51805,245000,2022,"PL26 8WL","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
51806,659700,2022,"TR11 5FX","FALMOUTH","CORNWALL","CORNWALL","TR11 "
51811,472500,2022,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
51817,420000,2022,"BS8 2BZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
51819,287250,2022,"BS7 8UD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
51820,435000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
51837,175000,2022,"BS8 1JP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
51870,505000,2022,"BS9 1NA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
51888,575000,2022,"BS6 6YA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
51901,173000,2022,"TR2 5NH","TRURO","CORNWALL","CORNWALL","TR2 5"
51940,109000,2022,"BS4 3EZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
51941,170000,2022,"BS15 1TB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
51942,2e+05,2022,"BS13 7SP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS13 "
51962,210000,2022,"EX23 9BH","BUDE","CORNWALL","CORNWALL","EX23 "
51985,72000,2022,"BS15 1PB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
51993,180000,2022,"BS3 3NA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
52062,442000,2022,"PL11 3NT","TORPOINT","CORNWALL","CORNWALL","PL11 "
52130,230000,2022,"BS6 5QE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
52171,775000,2022,"BS9 1LY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
52172,350000,2022,"BS8 2JT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
52189,1015212,2022,"TR2 4LH","TRURO","CORNWALL","CORNWALL","TR2 4"
52236,2e+05,2022,"TR26 3HW","ST IVES","CORNWALL","CORNWALL","TR26 "
52237,873000,2022,"TR2 5BP","TRURO","CORNWALL","CORNWALL","TR2 5"
52326,395000,2022,"BS8 1LX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
52373,295000,2022,"BS3 1FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
52374,235000,2022,"BS5 9FH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
52375,293000,2022,"BS5 8FB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
52392,223000,2022,"TR18 5QH","PENZANCE","CORNWALL","CORNWALL","TR18 "
52445,215000,2022,"TR20 8TL","PENZANCE","CORNWALL","CORNWALL","TR20 "
52473,120000,2022,"BS16 2EN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
52536,275000,2022,"BS10 7AD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS10 "
52537,275000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
52538,278000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
52539,128000,2022,"BS11 9AS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
52540,340000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
52541,278000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
52542,273000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
52543,419000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
52544,140000,2022,"BS11 9AS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
52545,426000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
52546,270000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
52547,422550,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
52548,281000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
52549,278000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
52550,390000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
52631,245000,2022,"BS3 4BZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
52773,109950,2022,"PL26 8LH","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
52774,92950,2022,"PL26 8LH","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
52775,375000,2022,"TR16 6FA","REDRUTH","CORNWALL","CORNWALL","TR16 "
52792,90000,2022,"TR15 3PB","REDRUTH","CORNWALL","CORNWALL","TR15 "
52817,272550,2022,"BS8 2DE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
53243,765000,2022,"PL25 3GN","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
53244,815000,2022,"PL25 3GN","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
53290,550000,2022,"PL25 3GN","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
53291,455000,2022,"PL25 3SG","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
53292,260725,2022,"TR11 5PF","FALMOUTH","CORNWALL","CORNWALL","TR11 "
53293,895000,2022,"PL25 3GN","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
53294,550000,2022,"PL25 3GN","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
53295,535000,2022,"PL25 3GN","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
53420,895000,2022,"PL25 3GN","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
53457,635000,2022,"PL23 1FF","FOWEY","CORNWALL","CORNWALL","PL23 "
53458,785000,2022,"PL25 3GN","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
53514,635000,2022,"PL23 1FF","FOWEY","CORNWALL","CORNWALL","PL23 "
53515,8e+05,2022,"PL25 3GN","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
53516,375000,2022,"TR16 6FA","REDRUTH","CORNWALL","CORNWALL","TR16 "
53517,190000,2022,"TR11 5AW","FALMOUTH","CORNWALL","CORNWALL","TR11 "
53648,115000,2022,"TR1 1TQ","TRURO","CORNWALL","CORNWALL","TR1 1"
53751,138000,2022,"TR20 8YN","PENZANCE","CORNWALL","CORNWALL","TR20 "
53769,283500,2022,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
53807,587000,2022,"TR26 2NZ","ST IVES","CORNWALL","CORNWALL","TR26 "
53808,150000,2022,"TR2 4JL","TRURO","CORNWALL","CORNWALL","TR2 4"
53809,150000,2022,"TR2 4JL","TRURO","CORNWALL","CORNWALL","TR2 4"
53847,370000,2022,"TR26 2NU","ST IVES","CORNWALL","CORNWALL","TR26 "
53848,209000,2022,"TR18 3LY","PENZANCE","CORNWALL","CORNWALL","TR18 "
53875,265000,2022,"PL14 5NQ","LISKEARD","CORNWALL","CORNWALL","PL14 "
53886,370000,2022,"BS2 0JB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
53889,230000,2022,"BS7 0AP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
53890,345000,2022,"TR20 8DU","PENZANCE","CORNWALL","CORNWALL","TR20 "
53891,142000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
53937,275000,2022,"BS3 3NL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
53938,525000,2022,"BS8 2JZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
53986,4e+05,2022,"BS8 2BZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
53990,325000,2022,"BS7 9LT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
53991,217000,2022,"BS4 3DF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
54024,525000,2022,"BS8 2BA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
54025,225000,2022,"BS4 3BL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
54042,397500,2022,"BS7 8NN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
54061,170000,2022,"TR11 5BJ","FALMOUTH","CORNWALL","CORNWALL","TR11 "
54067,180000,2022,"TR16 6SN","REDRUTH","CORNWALL","CORNWALL","TR16 "
54078,335000,2022,"BS5 9FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
54079,747500,2022,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
54080,950000,2022,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
54081,850000,2022,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
54082,950000,2022,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
54099,370000,2022,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
54120,349240,2022,"BS8 4JS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
54125,350000,2022,"BS8 4LJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
54134,6e+05,2022,"BS8 4JD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
54148,5e+05,2022,"TR20 9AJ","PENZANCE","CORNWALL","CORNWALL","TR20 "
54176,415000,2022,"BS8 3AX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
54177,205000,2022,"BS1 6DD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS1 6"
54196,178000,2022,"TR19 6AX","PENZANCE","CORNWALL","CORNWALL","TR19 "
54245,182500,2022,"TR16 4AF","REDRUTH","CORNWALL","CORNWALL","TR16 "
54259,241500,2022,"BS8 3DR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
54270,368000,2022,"BS3 4UD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
54271,422500,2022,"BS6 6WB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
54272,125000,2022,"BS5 9JJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
54273,365200,2022,"BS7 8DE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
54274,372000,2022,"BS9 3AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 3"
54309,206000,2022,"BS8 1LR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
54310,210000,2022,"BS2 8HS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 8"
54351,417500,2022,"BS6 5SJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
54354,265000,2022,"BS8 2DP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
54452,20000,2022,"PL26 6UE","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
54474,205000,2022,"TR4 8AP","TRURO","CORNWALL","CORNWALL","TR4 8"
54475,4e+05,2022,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
54476,420000,2022,"PL28 8QH","PADSTOW","CORNWALL","CORNWALL","PL28 "
54477,185000,2022,"PL24 2NL","PAR","CORNWALL","CORNWALL","PL24 "
54490,272500,2022,"TR26 2FL","ST IVES","CORNWALL","CORNWALL","TR26 "
54491,5000,2022,"TR3 6BD","TRURO","CORNWALL","CORNWALL","TR3 6"
54537,130000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
54538,193050,2022,"TR1 1DY","TRURO","CORNWALL","CORNWALL","TR1 1"
54683,280000,2022,"TR6 0DQ","PERRANPORTH","CORNWALL","CORNWALL","TR6 0"
54722,188000,2022,"PL26 7WH","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
54804,460000,2022,"BS8 4JZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
54821,330000,2022,"BS8 3HZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
54884,267500,2022,"BS2 0JB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
54889,335000,2022,"BS2 0JB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
54890,225200,2022,"BS9 2RE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 2"
